,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Available From,Available Till,City,Total Fee,Number of Hrs. Available
1970,Dr. Keerthi Shree Kirisave,Dietitian/Nutritionist,17.0,Not Mentioned,650.0,650.0,illwell Diet Therapy,Basaveshwara Nagar,09:00:00,14:00:00,Bangalore,1300.0,05:00
1971,Dr. Aruna Ramana,Dietitian/Nutritionist,30.0,Not Mentioned,500.0,500.0,Svaasa Wellness and  Organics,HAL,10:30:00,14:00:00,Bangalore,1000.0,03:30
1972,Dt. Aysha Khadri Umraz,Dietitian/Nutritionist,30.0,"DIABETES EDUCATOR, PGDND, RMP -ALTERNATIVE MEDICINE, MEDICAL TRANSCRITPTINIST, M.SC, Msc n...read more",500.0,380.0,SHIFA DIET CLINIC,Basavanagudi,07:30:00,07:00:00,Bangalore,880.0,23:30
1973,Dt. Uma Maheshwari,Dietitian/Nutritionist,23.0,"MPhil ( Foods and Nutrition), M.Sc.(Food Service Management and Dietetics)",0.0,300.0,Happy Living Diet Clinic,Bangalore,09:30:00,14:00:00,Bangalore,300.0,04:30
1974,Dt. Tripty Bansal,Dietitian/Nutritionist,20.0,"Bachelor of Naturopathy & Yogic Sciences (BNYS), M.Sc. - Nutrition",500.0,300.0,Arogya Nutrition & Lifestyle Clinic,Sarjapur Road,07:00:00,07:00:00,Bangalore,800.0,00:00
1975,Dr. Akhila Joshi,Dietitian/Nutritionist,15.0,Not Mentioned,800.0,350.0,Akhilasoukhya - Weight Loss & Lifestyle Management,Kaggadasapura,09:30:00,13:00:00,Bangalore,1150.0,03:30
1976,Dt. Pramila B,Dietitian/Nutritionist,10.0,Not Mentioned,500.0,500.0,Clinic,Bangalore,09:00:00,13:00:00,Bangalore,1000.0,04:00
1977,Dt. Palak Mittal,Dietitian/Nutritionist,12.0,Not Mentioned,500.0,400.0,Jayashree Multispeciality Hospital,Bangalore,16:00:00,18:00:00,Bangalore,900.0,02:00
1978,Dt. Sheetal Chabbria,Dietitian/Nutritionist,9.0,Msc. - Food Science,500.0,300.0,Veritas Diagnostic,Vasanth Nagar,12:00:00,15:00:00,Bangalore,800.0,03:00
1979,Dt. Asha,Dietitian/Nutritionist,17.0,Master of Science - Clinical Nutrition & dietetics,400.0,200.0,Chirag Hospital,JP Nagar,10:00:00,18:30:00,Bangalore,600.0,08:30
1980,Dr. Nidhi Mittal,Dietitian/Nutritionist,12.0,Not Mentioned,300.0,200.0,Jana Care,Koramangala,,,Bangalore,500.0,
1981,Dt. Ms. Vanitha Nagaraj,Dietitian/Nutritionist,24.0,"Msc - Dietetics and Community Nutrition, PG Diploma in diabetes, PG Diploma in sports nutrition",750.0,0.0,Nutri Clinic,Bangalore,10:00:00,18:00:00,Bangalore,750.0,08:00
1982,Ms. Vinny Joglekar,Dietitian/Nutritionist,43.0,Not Mentioned,600.0,350.0,Health and Diet Clinic.,Kodihalli,13:00:00,20:00:00,Bangalore,950.0,07:00
1983,Dt. Tanuja G,Dietitian/Nutritionist,15.0,"Bsc - Home Science, Msc - Home Science",500.0,250.0,Diets by Dt. Tanuja Jain,Sadashiva Nagar,07:00:00,07:00:00,Bangalore,750.0,00:00
1984,Dt. Anupama Menon,Dietitian/Nutritionist,25.0,Not Mentioned,500.0,0.0,Right Living,Koramangala,07:45:00,14:00:00,Bangalore,500.0,06:15
1985,Dr. Shruti Gupta,Dietitian/Nutritionist,0.0,Not Mentioned,800.0,400.0,Diet4ever,Bellandur,10:00:00,14:00:00,Bangalore,1200.0,04:00
1986,Mrs. Priti Kumari,Dietitian/Nutritionist,3.0,"PGDPHM, DNHE, Diploma in Medical Nutrition , DN&D, DYT, DYN",750.0,350.0,Aarogyam Fitness,Kadugodi,13:00:00,17:00:00,Bangalore,1100.0,04:00
1987,Dr. Shashidhara Gangaiah,Dietitian/Nutritionist,0.0,Not Mentioned,450.0,200.0,KIDS HEALTH CLINIC,Bangalore,17:00:00,20:30:00,Bangalore,650.0,03:30
1988,Health-total By Anjali Mukerjee,Dietitian/Nutritionist,0.0,Not Mentioned,100.0,0.0,Health Total Clinic- Electronic City,Electronic City,09:00:00,18:00:00,Bangalore,100.0,09:00
1989,Dr. Vijetha B V ( Ph.D Food Nutrition),Dietitian/Nutritionist,17.0,Not Mentioned,500.0,0.0,Health Roots Clinic,Vijayanagar,09:00:00,19:00:00,Bangalore,500.0,10:00
1990,Dt. Shazia Majid Makhdoomi,Dietitian/Nutritionist,15.0,M.Sc Dietetics and Clinical Nutrition,700.0,200.0,Energy Fitness,Vasanth Nagar,12:00:00,18:00:00,Bangalore,900.0,06:00
1991,Dt. Ms. Sahana Dasharathi,Dietitian/Nutritionist,7.0,MSc - Dietetics and Applied Nutrition,0.0,350.0,Qua Nutrition - Koramangala,Koramangala,10:00:00,17:00:00,Bangalore,350.0,07:00
1992,Dt. Sujata Rastogi,Dietitian/Nutritionist,25.0,"Masters in Nutrition, B.Sc Food & Nutrition",500.0,250.0,Wellu Diet,Electronic City,09:30:00,15:00:00,Bangalore,750.0,05:30
1993,Dt. Saritha Rajiv,Dietitian/Nutritionist,30.0,"PG Diploma In Dietetics & Public Nutrition, BSc Nutrition , Dietetics and Food service man...read more",900.0,350.0,Nutrifull,Bellandur,09:30:00,19:00:00,Bangalore,1250.0,09:30
1994,Dr. Manoj Kumar R,Dietitian/Nutritionist,2.0,Diploma in Diet and Nutrition,100.0,100.0,Arogya Ahaara,Chickpet,18:00:00,08:00:00,Bangalore,200.0,14:00
1995,Dt. Shikha Mishra,Dietitian/Nutritionist,16.0,Not Mentioned,300.0,300.0,More Than Diet,Koramangala,,,Bangalore,600.0,
1996,Dt. Aditi Jejani,Dietitian/Nutritionist,12.0,Not Mentioned,400.0,100.0,Are you eating right?,kaikondrahalli,10:00:00,18:00:00,Bangalore,500.0,08:00
1997,Dt. Nafeesa Imteyaz,Dietitian/Nutritionist,29.0,MSc. - Dietetics & Food Service Management,0.0,500.0,First Eat Right Clinic,Residency Road,09:00:00,19:00:00,Bangalore,500.0,10:00
1998,Dt. Tusar Ranjan Rath,Dietitian/Nutritionist,2.0,"Diploma in Diabetes Reversal, Certified Diabetes Educator, Certified Weightloss Coach",250.0,100.0,Heallife WELLNESS,Begur,12:00:00,21:00:00,Bangalore,350.0,09:00
1999,Dr. Puja Mishra,Dietitian/Nutritionist,0.0,Not Mentioned,400.0,400.0,Healthy Living with Puja,Kanakapura Road,15:00:00,19:00:00,Bangalore,800.0,04:00
2000,Dt. Srishti Bhardwaj,Dietitian/Nutritionist,8.0,Masters in Nutrition,300.0,100.0,Healvibe Healthcare,HSR Layout,10:00:00,07:00:00,Bangalore,400.0,21:00
2001,Dr. Dhanalakshmi Umachandran,Dietitian/Nutritionist,17.0,"Mphil - Food , Nutrition & Dietitics",600.0,300.0,Care Through Nutrition,Bangalore,09:00:00,21:00:00,Bangalore,900.0,12:00
2002,Dr. Ramesh Babu,General Physician,35.0,"MD, MBBS",350.0,200.0,MALLESWARA POLYCLINIC AND DIAGNOSTIC CENTER,Malleshwaram,19:00:00,21:00:00,Bangalore,550.0,02:00
2003,Dr. Ranganath V.S,General Physician,22.0,"MBBS, MS (GEN SURGERY), M. Ch. (Plastic Surgery)",400.0,400.0,Surgi Derma hospital,Babusa Palya,09:00:00,21:30:00,Bangalore,800.0,12:30
2004,Dr. Dwijendra Prasad,General Physician,27.0,"MBBS, MD , DiP DIAB, FACP",400.0,400.0,Prasad Healthcare & Diagnostics,Bangalore,09:00:00,11:30:00,Bangalore,800.0,02:30
2005,Dr. Rajashekhar,General Physician,37.0,"MD, MBBS",500.0,300.0,Six Face Clinic,Ulsoor,18:00:00,22:30:00,Bangalore,800.0,04:30
2006,Dr. Divakara Sharma,General Physician,13.0,"MD - Internal Medicine, Diploma in Diabetology",500.0,100.0,Dr.Divakara's Speciality Clinic,Abbigere,18:00:00,21:00:00,Bangalore,600.0,03:00
2007,Dr. B.M Lava,General Physician,44.0,"Diploma in Child Health (DCH), MBBS",400.0,300.0,LAVA'S CLINIC AND VACCINATION CENTRE,Bangalore,10:00:00,13:00:00,Bangalore,700.0,03:00
2008,Dr. Neelkanth Kote,General Physician,13.0,"MBBS, MD, Certificate Course In Diabetes Management",600.0,300.0,Lifespan Diabetes & Cardiometabolic Clinic,Indira Nagar,10:00:00,13:00:00,Bangalore,900.0,03:00
2009,Dr. Himanish Upputalla,General Physician,23.0,ZSMU,300.0,150.0,Krupa Clinic,Doddabommasandra,09:30:00,13:00:00,Bangalore,450.0,03:30
2010,Dr. Anil Handa,General Physician,39.0,"MS - ENT, MBBS",500.0,400.0,Dr. Handa's Ear Nose & Throat Clinic,Rajaji Nagar,18:00:00,20:30:00,Bangalore,900.0,02:30
2011,Dr. B. Pradeep Kumar,General Physician,34.0,"MBBS, Diploma in Otorhinolaryngology (DLO)",200.0,100.0,Sai Karthik Clinic,Murugeshpalya,12:30:00,15:00:00,Bangalore,300.0,02:30
2012,Dr. S K Mittal,General Physician,49.0,MBBS,200.0,300.0,Dr Mittal 's Clinic,Indira Nagar,15:30:00,19:00:00,Bangalore,500.0,03:30
2013,Dr. Masroor Mir,General Physician,21.0,"SLE, Fellowship In Diabetology, Diploma In Psychology Mental Health And Illness, PLAB (MAN...read more",900.0,900.0,Medicare Clinic,Ganga Nagar,09:00:00,21:00:00,Bangalore,1800.0,12:00
2014,Dr. Darshana Reddy,General Physician,20.0,"MBBS, MD Internal Medicine, DNB (General Medicine)DNB Natboard, Diploma in allergy asthma ...read more",300.0,400.0,K C Raju Multispecialty Hospital,Lingarajapuram,14:30:00,17:00:00,Bangalore,700.0,02:30
2015,Dr. Kavitha V. Reddy,General Physician,23.0,"DGO, MBBS",450.0,0.0,New Begining Women's Clinic & Facility Centre,Bangalore,18:00:00,20:00:00,Bangalore,450.0,02:00
2016,Dr. Niranjan Kumar,General Physician,4.0,"MBBS, MD - Psychiatry",100.0,350.0,.,Bangalore,09:00:00,17:00:00,Bangalore,450.0,08:00
2017,Dr. Pooja Shashidharan,General Physician,16.0,"MBBS, MD - Internal Medicine, Fellowship In Diabetes",300.0,350.0,Tanishka Specialists Clinic,Bangalore,17:00:00,21:00:00,Bangalore,650.0,04:00
2018,Dr. Pradeep Kumar T J,General Physician,25.0,MD - General Medicine,700.0,200.0,Brookefield Hospital,ITPL,10:30:00,13:00:00,Bangalore,900.0,02:30
2019,Dr. Keerthiraj. A,General Physician,4.0,MD - General Medicine,300.0,100.0,Prima Diagnostics Yelahanka Newtown,Yelahanka,18:00:00,21:00:00,Bangalore,400.0,03:00
2020,Dr. Karthik R Meda,General Physician,20.0,"MBBS, DNB Ophtalmology, FELLOW IN VITREO RETINA",500.0,500.0,Karthik Netralaya,Ashok Nagar,17:30:00,19:30:00,Bangalore,1000.0,02:00
2021,Dr. Santhosh Kumar,General Physician,17.0,"MBBS, MD - General Medicine",350.0,0.0,Medall Clumax Diagnostics,Horamavu,17:30:00,21:00:00,Bangalore,350.0,03:30
2022,Dr. Arun R,General Physician,13.0,"MD - Microbiology, MBBS",300.0,300.0,Cliniq,ISRO Layout,17:00:00,21:00:00,Bangalore,600.0,04:00
2023,Dr. Swarna Das,General Physician,38.0,"MBBS, MD - General Medicine",850.0,0.0,Apollo Hospital-Bannerghatta road,Bannerghatta Road,10:00:00,11:00:00,Bangalore,850.0,01:00
2024,Dr. Priyanka P,General Physician,13.0,"MD - General Medicine, MBBS, DNB (General Medicine)",400.0,500.0,Deeksha orthopaedic and medical center,Bangalore,17:00:00,20:00:00,Bangalore,900.0,03:00
2025,Dr. Ibrahim Shariff,General Physician,10.0,MBBS,100.0,200.0,Ibrahim,RT Nagar,09:00:00,13:00:00,Bangalore,300.0,04:00
2026,Dr. Rajendra N Sharma,General Physician,35.0,"MD - General Medicine, MBBS",300.0,0.0,Roshni Speciality Clinic,Tavarekere,09:00:00,13:30:00,Bangalore,300.0,04:30
2027,Dr. Ashok V B,General Physician,44.0,MD,300.0,400.0,Ashok Clinic,Magadi Road,11:00:00,14:00:00,Bangalore,700.0,03:00
2028,Dr. Emmanuel Mj,General Physician,4.0,"MD - General Medicine, Certificate Course in Evidence Based Diabetes Management (CCEBDM), ...read more",200.0,200.0,Vanaprastha International Charitable Hospital,Bangalore,08:30:00,15:00:00,Bangalore,400.0,06:30
2029,Dr. Vasu S,General Physician,23.0,"MBBS, MS - General Surgery, Diploma in Minimal Access Surgeries, Fellowship in Minimal Acc...read more",200.0,100.0,Vasantha Clinic,Bangalore,17:30:00,21:00:00,Bangalore,300.0,03:30
2030,Dr. Ravi Raghavan,General Physician,45.0,"FRCP, MRCPS, MBBS",800.0,0.0,Dr. Ravi Raghavan's Clinic,Bangalore,16:30:00,18:30:00,Bangalore,800.0,02:00
2031,Dr. Wahida Murthy,General Physician,35.0,"Diploma in Otorhinolaryngology (DLO), MBBS",150.0,300.0,Murthy Health and Research Center,Sarjapur,10:00:00,13:30:00,Bangalore,450.0,03:30
2032,Dr. Uma  Madhavashetty,General Physician,17.0,"MBBS, DNB Family medicine",0.0,300.0,Jeevika Hospital,Mahadevpura,,,Bangalore,300.0,
2033,Dr. Sharat Honnatti,General Physician,21.0,"MD - General Medicine, DNB, PG Diploma-Geriatric Medicine",300.0,500.0,Vita Family Clinic,HSR Layout,08:00:00,11:00:00,Bangalore,800.0,03:00
2034,Dr. Kumar S,General Physician,9.0,"MD - Internal Medicine, Bachelor of Medicine, Bachelor of Surgery (M.B.B.S.), Medicine",250.0,300.0,Supra Hospital,JP Nagar,10:00:00,20:30:00,Bangalore,550.0,10:30
2035,Dr. Shafi Shali,General Physician,24.0,Fellow of Academy of General Education (FAGE),0.0,150.0,Yet to Start,Bangalore,,,Bangalore,150.0,
2036,Dr. Ahmed Husain,General Physician,39.0,"MBBS, Fellow of the Royal Society (FRS)",325.0,150.0,United Doctors Health Care,Jayanagar,17:00:00,22:00:00,Bangalore,475.0,05:00
2037,Dr. Sheetal Kamat,General Physician,22.0,"MBBS, DNB - Internal Medicine",600.0,0.0,Deepesh Clinic,Malleshwaram,10:00:00,12:00:00,Bangalore,600.0,02:00
2038,Dr. Surjit Pal Singh,General Physician,16.0,M.D,500.0,0.0,Janapriya Hospital & Health Care,Bangalore,10:00:00,13:00:00,Bangalore,500.0,03:00
2039,Dr. Suprabha P,General Physician,42.0,"MBBS, M.Sc",450.0,150.0,Cosmo Clinic & Diagnostic Centre,Domlur,15:00:00,21:00:00,Bangalore,600.0,06:00
2040,Dr. Prasad S,General Physician,28.0,MBBS,300.0,0.0,Mamatha Clinic,Dasarahalli,09:00:00,21:00:00,Bangalore,300.0,12:00
2041,Dr. Vinodh R.S.,General Physician,22.0,"MBBS, MD - Physiology",100.0,250.0,Sri Marudhar Clinic,Bangalore,19:30:00,21:30:00,Bangalore,350.0,02:00
2042,Dr. Ramesh Rau,General Physician,43.0,MD,400.0,0.0,Vijayshree hospital,Bangalore,17:00:00,19:00:00,Bangalore,400.0,02:00
2043,Dr. Ganesh G,General Physician,30.0,"MBBS, F.A.G.E, D.N.B",350.0,0.0,Shree Ganesha Polyclinic,Raja Rajeshwari Nagar,09:30:00,14:30:00,Bangalore,350.0,05:00
2044,Dr. Venkatappa,General Physician,54.0,"MBBS, MD - General Medicine",200.0,0.0,Kanwa Diagnostic Clinic,Rajaji Nagar,07:00:00,13:30:00,Bangalore,200.0,06:30
2045,Dr. M J Jayakanth,General Physician,19.0,"MBBS, MD - General Medicine",500.0,0.0,Medicare Multispeciality Clinic And Diagnostic Centre,HSR Layout,09:00:00,10:00:00,Bangalore,500.0,01:00
2046,Dr. Ramesh Kn,General Physician,30.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine, CCD (Diabetology)",700.0,500.0,Fortis Hospital - Cunningham,Cunningham Road,11:00:00,14:00:00,Bangalore,1200.0,03:00
2047,Dr. Karthik,Orthopedist,0.0,Not Mentioned,500.0,0.0,Vasavi Hospital,Kumaraswamy Layout,10:00:00,19:00:00,Bangalore,500.0,09:00
2048,Dr. Srivatsa Subramanya,Orthopedist,16.0,Not Mentioned,0.0,0.0,Pristyn Care Clinic,Bangalore,17:00:00,20:00:00,Bangalore,0.0,03:00
2049,Dr. Naveen Devarajaiah,Orthopedist,25.0,"Fellowship in Joint Replacement, Fellowship in Hand Surgery, MS - Orthopaedics, MBBS",300.0,400.0,N D R Medical Centre,Yelahanka,10:30:00,12:30:00,Bangalore,700.0,02:00
2050,Dr. Deepak  Sampath,Orthopedist,21.0,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB (Orthopedics), SICOT Diploma, Fellowship in ...read more",400.0,200.0,Deeksha Orthopedic And Medical Center   (On Call),Banaswadi,17:00:00,22:00:00,Bangalore,600.0,05:00
2051,Dr. Syed Imran,Orthopedist,17.0,"MBBS, Diploma in Orthopaedics, DNB (Orthopedics), Fellowship in Joint Replacement",300.0,300.0,Ortho Care,RT Nagar,18:00:00,20:00:00,Bangalore,600.0,02:00
2052,Dr. Bharath Raj .R,Orthopedist,17.0,"MBBS, DNB - Orthopedics, Fellowship In Arthroscopy & Sports Medicine",500.0,300.0,Mithra Multispeciality Hospital,Electronic City,15:00:00,20:00:00,Bangalore,800.0,05:00
2053,Dr. George Raj,Orthopedist,26.0,"Fellowship in Minimal Access Surgery, MD - Medicine, MBBS",600.0,0.0,Zilme Hospitals,Horamavu,09:00:00,18:00:00,Bangalore,600.0,09:00
2054,Dr. Sunil V Nukapur,Orthopedist,25.0,"MBBS, Ph. D - Orthopaedics",300.0,350.0,Likhith Orthopaedic Specialities & Diagnostics,BTM Layout,18:00:00,21:00:00,Bangalore,650.0,03:00
2055,Dr. Venkatdeep Mohan,Orthopedist,17.0,"MBBS, DNB - Orthopedics, Fellowship in Joint Replacement, Fellowship in navigation & revis...read more",500.0,500.0,Prime Orthopedics,JP Nagar,17:00:00,21:00:00,Bangalore,1000.0,04:00
2056,Dr. V G Rajan,Orthopedist,27.0,"MBBS, Diploma In Orthopaedics (D. Ortho), Membership of the Royal College of Surgeons (MRC...read more",700.0,0.0,Manipal Hospital Whitefield,Whitefield Road,09:00:00,13:00:00,Bangalore,700.0,04:00
2057,Dr. Kiran Chouka,Orthopedist,18.0,"MBBS, MS - Orthopaedics, Fellowship In Arthoplasty",600.0,0.0,Dr. Chouka's Best Ortho Care,Sahakara Nagar,11:00:00,13:00:00,Bangalore,600.0,02:00
2058,Dr. Manjunath Gopal,Orthopedist,24.0,"FRCS (Orth.) - UK, Diploma In Orthopaedics (D. Ortho), MRCS Ed, MBBS Bachelor of Medicine ...read more",550.0,200.0,MG Medortho  clinic,Bangalore,09:30:00,12:00:00,Bangalore,750.0,02:30
2059,Dr. Khalid Fiyaz M,Orthopedist,17.0,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB (Orthopedics)",300.0,200.0,BTM ORTHOPAEDIC AND TRAUMA CLINIC,BTM Layout,20:30:00,22:00:00,Bangalore,500.0,01:30
2060,Dr. Dharampal G K,Orthopedist,25.0,"MBBS, D ORTH, DNB ORTH, FELLOW IN JOINT REPLACEMENTS, Diploma in Bone and Tissue Banking",600.0,600.0,Sun Orthopaedic Hospital,Mathikere,18:00:00,22:00:00,Bangalore,1200.0,04:00
2061,Dr. Deepak. C. E,Orthopedist,8.0,"DNB Orthopaedics , MCh Hip and Knee  (Ortho)",300.0,350.0,Healing Bones,Kumaraswamy Layout,10:00:00,22:00:00,Bangalore,650.0,12:00
2062,Dr. Rahul Puri,Orthopedist,19.0,"MBBS, MS - Orthopaedics, Fellowship In Joint Replacement Surgery",400.0,0.0,A STAR Specialist Clinic,Seshadripuram,19:00:00,21:00:00,Bangalore,400.0,02:00
2063,Dr. Prakhar Mishra,Orthopedist,9.0,"MBBS , Post Graduation Orthopaedic surgery, FELLOWSHIP OF JOINT REPLACEMENT & ARTHROSCOPY",500.0,200.0,Belenus Champion Hospital,Bangalore,16:30:00,20:00:00,Bangalore,700.0,03:30
2064,Dr. Madan Temker,Orthopedist,35.0,"MS - Orthopaedics, DNB (Orthopedics), MBBS",800.0,0.0,IPSC India - Pain And Spine Centre,Bellary Road,11:00:00,14:00:00,Bangalore,800.0,03:00
2065,Dr. Krishna Kumar M S,Orthopedist,17.0,"MBBS, MS - Orthopaedics, Fellowship In Arthroscopy & Sports Injury, Fellowship Joint Repla...read more",600.0,350.0,Brookefield Hospital,Brookefield,20:00:00,21:30:00,Bangalore,950.0,01:30
2066,Dr. Hanume Gowda S N,Orthopedist,33.0,Not Mentioned,400.0,0.0,AHA Orthocare,Nagarbhavi,17:00:00,21:00:00,Bangalore,400.0,04:00
2067,Dr. Vinu Raj,Orthopedist,24.0,"MBBS, MRCS (UK), FRCS - Trauma & Orthopedic Surgery, Fellowship in Spinal",400.0,350.0,Prakriya Hospitals,Nagasandra,09:00:00,18:00:00,Bangalore,750.0,09:00
2068,Dr. Anil Patil,Orthopedist,16.0,"DNB (Orthopedics), MS - Orthopaedics, SICOT Diploma, MBBS",400.0,0.0,Temple Health - The Orthopedic And Sports Med Clinic,Vijayanagar,17:00:00,20:30:00,Bangalore,400.0,03:30
2069,Dr. Shivakumar Y.S,Orthopedist,33.0,"MS - Orthopaedics, MBBS",500.0,0.0,Manipal Hospital Varthur Road,Old Airport Road,08:30:00,15:30:00,Bangalore,500.0,07:00
2070,Dr. Goutam Kodikal,Orthopedist,47.0,"MBBS, MS - Orthopaedics",600.0,350.0,Narayana Medical Center,Hosur Road,15:00:00,17:00:00,Bangalore,950.0,02:00
2071,Dr. Vasanth Raj Lakshman,Orthopedist,15.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Orthopaedics (D. Ortho)",300.0,300.0,SVASTHI ORTHOPAEDIC AND RESPIRATORY HEALTH CARE,Bangalore,10:00:00,13:00:00,Bangalore,600.0,03:00
2072,Dr. Jagadeesh,Orthopedist,26.0,Not Mentioned,500.0,600.0,Jagadeesh Orthopaedic Sports Medicine & Skin Center,Jayanagar,17:00:00,20:30:00,Bangalore,1100.0,03:30
2073,Dr. Prashant Kumar,Orthopedist,17.0,"MBBS, Diploma In Orthopaedics (D. Ortho), Fellowship in Joint Replacement",500.0,400.0,M Cure,Hongasandra,19:30:00,22:30:00,Bangalore,900.0,03:00
2074,Dr. Jayanth Sundar Sampath,Orthopedist,30.0,"MBBS, FRCS - Trauma & Orthopedic, M.Sc - Trauma and Orthopedics",400.0,0.0,Bimra Clinic,Whitefield,18:00:00,21:30:00,Bangalore,400.0,03:30
2075,Dr. Sanjay B,Orthopedist,26.0,"D.N.B, Diploma In Orthopaedics (D. Ortho), M.B.B.S",500.0,0.0,Hoodi Orthopaedic and Radiology Center,Sadashiva Nagar,16:00:00,18:00:00,Bangalore,500.0,02:00
2076,Dr. Srikanth S Iyengar,Orthopedist,43.0,"MBBS, MS - Orthopaedics",350.0,0.0,Vijaynagar Orthopedic and spine Center,Vijayanagar,18:00:00,20:00:00,Bangalore,350.0,02:00
2077,Dr Vinay Kumaraswamy,Orthopedist,12.0,"MS - Orthopaedics, MRCS Ed UK, FASM(Fellowship in Arthroscopy and Sports Medicine), DNB (O...read more",300.0,0.0,The Bone Care Clinic,Mahalakshmi Layout,12:00:00,13:00:00,Bangalore,300.0,01:00
2078,Dr. Akshay Mylarappa,Orthopedist,0.0,Not Mentioned,250.0,200.0,Agamya Hospital,Banashankari,07:30:00,21:30:00,Bangalore,450.0,14:00
2079,Dr. S Muthu,Orthopedist,41.0,MBBS,500.0,0.0,Genesis Ortho & Family Clinic,Bangalore,16:30:00,19:30:00,Bangalore,500.0,03:00
2080,Dr. Sushal Shanthakumar,Orthopedist,20.0,"MBBS, MS - Orthopaedics, Fellow Of AGA (Arthroscopy Association Of Germany), Fellowship In...read more",500.0,0.0,Praxis Ortho Care,Basavanagudi,17:00:00,20:00:00,Bangalore,500.0,03:00
2081,Dr. Joel Prasad Gl,Orthopedist,13.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Orthopaedics (D. Ortho), DNB...read more",600.0,300.0,ARK ADVANCED MULTISPECIALITY CLINIC AND DIAGNOSTIC CENTRE,Bangalore,16:30:00,20:30:00,Bangalore,900.0,04:00
2082,Dr. Rupendu Thongavalen,Orthopedist,45.0,"MBBS, MS - Orthopaedics",500.0,0.0,Trauma & Joint Clinic,Jayanagar,15:00:00,15:00:00,Bangalore,500.0,00:00
2083,Dr. Shashikiran,Orthopedist,17.0,"MBBS, MS - Orthopaedics",400.0,200.0,Kashyap Orthopaedic and Womens Clinic,Rajaji Nagar,17:30:00,20:30:00,Bangalore,600.0,03:00
2084,Dr. Chandramouli B,Orthopedist,33.0,"MBBS, MS - Orthopaedics",500.0,0.0,Orthocentre,BTM Layout,16:00:00,20:00:00,Bangalore,500.0,04:00
2085,Dr. Bharath K Kadadi,Orthopedist,31.0,"MBBS, MS - Orthopaedics",600.0,0.0,Bengaluru Hand Centre & Maya ENT Centre,Rajaji Nagar,17:30:00,20:30:00,Bangalore,600.0,03:00
2086,Dr. Prashanth Inna,Orthopedist,18.0,MS - Orthopaedics,500.0,0.0,Dr Prashanth Inna's orthopaedic clinic,Uttarahalli,10:00:00,12:00:00,Bangalore,500.0,02:00
2087,Dr. Ajay Rao,Orthopedist,25.0,"MBBS, DNB - Orthopedics, Fellowship in Upperlimb and Limb Reconstruction (Australia)",500.0,300.0,Rao's Ortho Clinic,Basaveshwara Nagar,18:00:00,20:30:00,Bangalore,800.0,02:30
2088,Dr. Shankar B S,Orthopedist,39.0,"MBBS, Diploma in Orthopaedics, FCPS Ortho, MS - Orthopaedics",600.0,0.0,Sita Bhateja Speciality Hospital,Langford Road,10:00:00,12:00:00,Bangalore,600.0,02:00
2089,Dr. J Praneeth Kumar Reddy,Orthopedist,0.0,Not Mentioned,500.0,100.0,JPR Orthopaedic Clinic,Bangalore,10:00:00,14:00:00,Bangalore,600.0,04:00
2090,Sathish Kumar S,Orthopedist,12.0,"MS orthopaedic, MBBS",300.0,300.0,Orthopaedic and Spine Centre : Med Ortho Clinic,Uttarahalli,18:00:00,21:00:00,Bangalore,600.0,03:00
2091,Dr Anjani Dixit,Gynaecologist,12.0,"MBBS, DNB - Obstetrics & Gynecology",500.0,0.0,Pristyn Care Clinic,Indira Nagar,09:00:00,17:00:00,Bangalore,500.0,08:00
2092,Dr Nikita Sudhir Chitrakar,Gynaecologist,15.0,"MBBS, DGO, MBBS, DGO",500.0,0.0,Pristyn Care Clinic,Bellandur,10:00:00,15:00:00,Bangalore,500.0,05:00
2093,Dr. Ananya Amrit,Gynaecologist,12.0,"MBBS, MS - Obstetrics & Gynaecology",500.0,0.0,Pristyn Care kormangala,Bangalore,10:30:00,19:00:00,Bangalore,500.0,08:30
2094,Dr Nidhi Jhawar,Gynaecologist,15.0,"MBBS, DGO, MBBS, DGO",500.0,0.0,Pristyn Care Clinic,JP Nagar,10:00:00,13:00:00,Bangalore,500.0,03:00
2095,Dr Snehalatha Alapati Alapati,Gynaecologist,23.0,"MBBS, MS - Obstetrics & Gynaecology",300.0,300.0,Revive Hospitals,Domlur,18:00:00,20:00:00,Bangalore,600.0,02:00
2096,Dr Nisha Buchade,Gynaecologist,17.0,"MBBS, MS - Obstetrics & Gynaecology, MBBS, MS - Obstetrics & Gynaecology",500.0,0.0,Pristyn Care Clinic,Whitefield,17:00:00,20:03:00,Bangalore,500.0,03:03
2097,Dr. Bhargavi,Gynaecologist,30.0,"MBBS, MD - Obstetrics & Gynaecology",200.0,0.0,Life Plus Hospital,Bangalore,11:00:00,13:00:00,Bangalore,200.0,02:00
2098,Dr Anagha Nawal,Gynaecologist,24.0,"MBBS, MD, DGO",500.0,0.0,Pristyn Care,Malleshwaram,10:00:00,18:00:00,Bangalore,500.0,08:00
