,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
396,Mrs. Sampada Kathuria,Psychologist,10,"MS - Counselling & Psychotherapy, BA - Psychology, MA - Counseling & Psychology",,₹ 300,Decode Living,Rohini East,,03:00 PM,08:00 PM,Chennai
397,Dr. Jyoti Chadha,Psychologist,34,"M.Phil - Psychology, PhD PSYCHOLOGY",,₹ 350,Dr Jyoti Chadha,New Delhi,,11:00 AM,01:00 PM,Chennai
398,Dr. Naresh Mishra,Psychologist,30,MA - Psychology,,₹ 300,Santulan Clinic,Delhi,,09:00 AM,02:00 PM,Chennai
399,Dr. Yps,Psychologist,,,,,,,,06:00 PM,10:30 PM,Chennai
400,Dr. G S Lavekar,Ayurveda,49,"Ph.D - Ayurveda, MD - Ayurveda",₹ 500,₹ 300,Lavekar Clinic,Dwarka,Acne Scars,10:00 AM,07:30 PM,Chennai
401,Dr. Vijay Abbot,Ayurveda,50,Graduate in Ayurvedic Medicine and Surgery ( GAMS ),₹ 50,₹ 50,Hakim Hari Kishan Lal Clinic,Patel Nagar,"Sex Education, Masturbation Addiction, Premature Ejaculation",12:00 PM,04:00 PM,Chennai
402,Hakim Hari Kishan Lal Clinic,Ayurveda,50,Sexual Health Clinic,₹ 50,₹ 50,Hakim Hari Kishan Lal  Clinic,Patel Nagar,"Male Sexual Problems, Sex Education, Erectile Dysfunction",12:00 PM,04:00 PM,Chennai
403,Dr. Jyoti Monga,Ayurveda,24,BAMS,₹ 800,₹ 300,Dr. Monga Medi Clinic - Lajpat Nagar,Lajpat Nagar,"Sexually Transmitted Disease (STD) Treatment, Body Weakness, DiabetesNext ",10:00 AM,08:00 PM,Chennai
404,Dr. Sandeep Madaan,Ayurveda,21,MD - Ayurveda,₹ 300,₹ 300,Aastha Ayurveda Clinic,Rohini,"Sex Education, Diabetes, Female Hair LossNext ",06:00 PM,09:00 PM,Chennai
405,Dr. Ashish Sharma,Ayurveda,18,"M.Sc - Psychology, PGDEMS, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 400,The Arogyam Ayurveda,Paschim Vihar,,10:00 AM,06:30 PM,Chennai
406,Dr. Sunny Chopra Orthopaedics Gold Medalist,Ayurveda,14,"MS - Orthopaedics, MNAMS (Membership of the National Academy) (General Surgery) , DNB (Ort...read more",₹ 500,₹ 400,Dr. Chopras Spine Joint Solutions India,Moti Nagar,,05:30 PM,08:30 PM,Chennai
407,Dr. Mahesh Shah,Ayurveda,55,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 50,₹ 50,Hakim Hari Kishan Lal  Clinic,Patel Nagar,"Sex Education, Premature Ejaculation, Masturbation Addiction",12:00 PM,04:00 PM,Chennai
408,Dr. Jiva Ayurveda,Ayurveda,26,BAMS,₹ 299,,,,"Acne Treatment, Hair Loss, Flu",10:00 AM,08:00 PM,Chennai
409,Dr. Namadhar Sharma,Ayurveda,40,"BAMS, MD - Ayurveda",₹ 200,₹ 600,Prem Adhar Research Institute And Hospital,Rohini,,11:00 AM,02:00 PM,Chennai
410,Dr. Rohit Goel,Ayurveda,15,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 500,Ayur skin clinic,Shahdara,"Acne/Pimples, Acne Scars, Oily Skin",10:00 AM,01:30 PM,Chennai
411,Dr. Sandeep Madaan,Ayurveda,21,MD - Ayurveda,₹ 300,₹ 300,Aastha Ayurveda Clinic,Rohini,"Sex Education, Diabetes, Female Hair LossNext ",06:00 PM,09:00 PM,Chennai
412,Dr. Namadhar Sharma,Ayurveda,40,"BAMS, MD - Ayurveda",₹ 200,₹ 600,Prem Adhar Research Institute And Hospital,Rohini,,11:00 AM,02:00 PM,Chennai
413,Dr. Sutopa Banerjee,Ayurveda,27,"DNB (Obstetrics and Gynecology), DGO , MBBS",,,,,"Delivery, Gynae Problems, Laparoscopic Surgery (Obs  Gyn)Next ",05:00 PM,08:00 PM,Chennai
414,Dr. (Prof.) R. K. Tuli,Ayurveda,54,"M.B.,B.S., Post-Graduate (Aviation, Sports & Internal Medicine), PhD - Holistic Medicine, ...read more",,₹ 300,SOHAM - The Clinic for Holistic Medicare & Cure,Delhi,,05:00 PM,07:30 PM,Chennai
415,Dt. Ritika Dua,Ayurveda,24,"BSc-Diet & Nutrition, M.Sc-Diet & Nutrition",,,,,,09:00 AM,09:00 PM,Chennai
416,Dr. Kanu Rajput,Ayurveda,11,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), Diploma in Diet and Nutrition - CIBTAC,...read more",,,,,,11:00 AM,02:00 PM,Chennai
417,Monga Medi Clinic,Ayurveda,24,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 800,₹ 300,Dr Monga Medi Clinic - Lajpat Nagar,Lajpat Nagar,,09:30 AM,08:30 PM,Chennai
418,Dr. Manu Rajput,Ayurveda,14,"Diploma in Body Therapy, England, PG Diploma in Skin Treatments, England, BAMS, Certified ...read more",,,,,"Acne/Pimples, Hair Loss, Acne Scars",11:00 AM,02:00 PM,Chennai
419,Dr. Rakesh Agarwal,Ayurveda,43,Bachelor of Ayurvedic Medicine & Surgery (B.A.M.S),₹ 500,₹ 300,,,,07:00 AM,07:00 AM,Chennai
420,Monga Medi Clinic,Ayurveda,24,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 800,₹ 300,Dr Monga Medi Clinic - Lajpat Nagar,Lajpat Nagar,,09:30 AM,08:30 PM,Chennai
421,Dr. Manu Rajput,Ayurveda,14,"Diploma in Body Therapy, England, PG Diploma in Skin Treatments, England, BAMS, Certified ...read more",,,,,"Acne/Pimples, Hair Loss, Acne Scars",11:00 AM,02:00 PM,Chennai
422,Dr. Adarsh Kumar,Ayurveda,19,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 350,NAVAYUSHYA PANCHAKARMA CENTRE,Kalkaji,Acne Scars,,,Chennai
423,Dr. Anurag Gupta,Ayurveda,17,"M.S.(Ayu. Med. Plants), Bachelor of Ayurveda, Medicine & Surgery (BAMS), Certificate In An...read more",₹ 500,₹ 800,Ayurveda - Panchakarma Clinic,Dilshad Garden,Panchakarma,11:00 AM,01:00 PM,Chennai
424,Dr. Ashish  Sharma,Ayurveda,18,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 500,Arogyam Ayurveda,Paschim Vihar,,09:00 AM,07:00 PM,Chennai
425,Dr. D.S . Rathi,Ayurveda,45,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Deepak Ayurvedic Centre,Shahdara,Weight Management,11:00 AM,02:00 PM,Chennai
426,Dr. Ashutosh Sharma,Ayurveda,21,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,₹ 350,Shiv Shakti Chikitsalaya,Karol Bagh,,04:00 PM,08:00 PM,Chennai
427,Dr. Aditi Shrivastav,Ayurveda,12,"BAMS, PGDCA, Advance Certification In Nadi Parikisha",₹ 500,₹ 300,Shri Ram Ayurvedalya,Dwarka Sector 7,,10:00 AM,02:30 PM,Chennai
428,Dr. Shailesh Jain,Ayurveda,24,"Bachelor of Ayurveda, Medicine & Surgery (BAMS), MS-Ayurveda",₹ 300,,₹ 1,000 onlineDr Shailesh Jain's Clinic,,09:00 AM,11:30 AM,Chennai
429,Dr. Vinayak Abbot Abbot,Ayurveda,9,"Diploma In Naturopathy, M.D. Alternative Medicine, Bachelor of Ayurveda, Medicine and Surg...read more",₹ 300,,₹ 1,800 onlineJaddi Dawakhana - New Delhi,"Sex Education, Premature Ejaculation, Masturbation AddictionNext ",10:00 AM,07:00 PM,Chennai
430,Dr. R N Biswas,Ayurveda,10,"BAMS, Certificate Course In Kshar-Sutra Surgery",₹ 700,₹ 200,SUSHRUTA CLINIC,Delhi,,10:00 AM,02:00 PM,Chennai
431,Dr. D.S . Rathi,Ayurveda,45,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Deepak Ayurvedic Centre,Shahdara,Weight Management,11:00 AM,02:00 PM,Chennai
432,Dr. Ashutosh Sharma,Ayurveda,21,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,₹ 350,Shiv Shakti Chikitsalaya,Karol Bagh,,04:00 PM,08:00 PM,Chennai
433,Dr. Ashish  Sharma,Ayurveda,18,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 500,Arogyam Ayurveda,Paschim Vihar,,09:00 AM,07:00 PM,Chennai
434,Dr. Sudha Asokan,Ayurveda,46,"BAMS, MD - Ayurveda",,,,,"Breast Cancer, Panchakarma, CancerNext ",11:30 AM,01:30 PM,Chennai
435,Dr. Ankur Kumar,Ayurveda,14,"B.A.M.S, Diploma In Nutrition & Health Education (DNHE, PG Diploma In Hospital Managment",₹ 500,₹ 450,Ayurvedic Herbal Health Care Center,Naraina,"Sex Education, Masturbation Addiction, Small Penis SizeNext ",10:00 AM,08:00 PM,Chennai
436,Usma Ayurvedic Clinic,Ayurveda,41,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Usma Ayurvedic Clinic,Laxmi Nagar,,09:00 AM,08:00 PM,Chennai
437,Dr. Vaidic Chikitsa,Ayurveda,47,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 200,Vaidic Chikitsa,Delhi,"Sex Education, Weight Loss, Hair LossNext ",10:00 AM,06:00 PM,Chennai
438,Dr. Sajna Ali,Ayurveda,13,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - General Medicine",₹ 250,₹ 300,,,"Trying to Conceive, Heart Pain During Exercise, Bipolar Disorder",10:00 AM,07:00 PM,Chennai
439,Dr. Mamta Kumari,Ayurveda,14,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD- Ayurveda",₹ 500,₹ 300,Jyoti Memorial Jain Hospital,Najafgarh,,11:00 AM,02:00 PM,Chennai
440,Dr. Deepak Rathi,Ayurveda,15,"BAMS, Advanced Training in Kshar Sutra Therapy, Post Graduate Diploma in Kshar Sutra Treatment",₹ 500,₹ 200,Deepak Ayurvedic Centre,Shahdara,,10:00 AM,02:00 PM,Chennai
441,Dr. Mamta Kumari,Ayurveda,14,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD- Ayurveda",₹ 500,₹ 300,Jyoti Memorial Jain Hospital,Najafgarh,,11:00 AM,02:00 PM,Chennai
442,Usma Ayurvedic Clinic,Ayurveda,41,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Usma Ayurvedic Clinic,Laxmi Nagar,,09:00 AM,08:00 PM,Chennai
443,Dr. Vaidic Chikitsa,Ayurveda,47,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 200,Vaidic Chikitsa,Delhi,"Sex Education, Weight Loss, Hair LossNext ",10:00 AM,06:00 PM,Chennai
444,Dr. Lovekush Singh,Ayurveda,10,"B. Ph (Ayu.), Clinical research and pharmacovigilance, Fellowship in Clinical Research, MB...read more",,,,,,09:30 AM,01:30 PM,Chennai
445,Dr. Chanchal Sharma,Ayurveda,13,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), DGO, MD - AM, D-Certificate Course In P...read more",₹ 500,,₹ 3,500 onlineAasha Ayurveda,,10:00 AM,06:00 PM,Chennai
446,Dr. Ramesh Rai,Ayurveda,53,Graduate of Ayurvedic Medicine and Surgery (GAMS),₹ 500,₹ 300,,,"Balance Exercises, Kshar Sutra, Skin Treatment",12:00 PM,06:00 PM,Chennai
447,Dr. Meeta Sharma,Ayurveda,15,"M.Sc- Psychology, Masters In Clinical Psychology, M.Sc Counselling Psychology",,,,,,01:45 PM,07:00 PM,Chennai
448,Dr. Preeti Chhabra,Ayurveda,32,BAMS,,,,,,04:00 PM,06:00 PM,Chennai
449,Dr. Navayushya Panchakarma Centre Kalkaji,Ayurveda,14,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), C.R.A.V",₹ 300,₹ 300,Navayushya Panchakarma Centre,Kalkaji,,11:00 AM,07:00 PM,Chennai
