,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
423,Dr. Anand Vikram Kale,Ayurveda,15,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda, D.Y.A",₹ 200,₹ 300,Rasgandha Ayurvedic Clinic & Panchakarma Health Centre,Chinchwad,,09:30 AM,01:00 PM,Pune
424,Dr. Madhura Atul Bhide,Ayurveda,27,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",₹ 750,₹ 200,Dr Madhura Bhide,Shivaji Nagar,"Gaining Weight, Trying to Conceive, DepressionNext ",10:00 AM,01:00 PM,Pune
425,Dr. Nikhil Pendse,Ayurveda,17,"BAMS, MD- Ayurved, Diploma in Vaidya Visharad",₹ 300,₹ 300,Vivaswan Ayurvedic Wellness Centre,Paud Road,,12:00 PM,02:00 PM,Pune
426,Dr. Avinash Deore,Ayurveda,20,"MD, BAMS",₹ 200,,Shree Sai Ayurvedic Panchakarma Clinic &Infertility Research Clinic,Pimpri,,05:00 PM,09:00 PM,Pune
427,Dr. Hemant Chavan,Ayurveda,17,"BAMS, Diploma In Yoya & Ayurved",₹ 200,₹ 250,Ayuspand Ayurvedic Clinic & Panchakarma Center,Pimple Saudagar,Hair Loss,05:30 PM,09:00 PM,Pune
428,Dr. Mayur Surana,Ayurveda,11,"MD, DYA, PGDCR",₹ 300,,,,"Increase height, Weight Loss, Hair Loss",07:00 PM,09:00 PM,Pune
429,Dr. K D,Ayurveda,15,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",₹ 300,₹ 200,Maheshwar Clinic,Pune,"Gaining Weight, Hair Loss, Leg Pain",10:00 AM,05:00 PM,Pune
430,Dr. K D,Ayurveda,15,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",₹ 300,₹ 200,Maheshwar Clinic,Pune,"Gaining Weight, Hair Loss, Leg Pain",10:00 AM,05:00 PM,Pune
431,Dr. Mayur V Shiralkar,Ayurveda,23,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MS - ENT",₹ 200,₹ 300,SHIRALKAR HOSPITAL,Chinchwad,,06:00 PM,09:30 PM,Pune
432,Dr. Avinash Deore,Ayurveda,20,"MD, BAMS",₹ 200,,Shree Sai Ayurvedic Panchakarma Clinic &Infertility Research Clinic,Pimpri,,05:00 PM,09:00 PM,Pune
433,Dr. Sunil Ugile,Ayurveda,29,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 700,,Pune Piles Care,Pimple Saudagar,,11:30 AM,02:00 PM,Pune
434,Dr. Pankaj Nahata,Ayurveda,14,BAMS,₹ 100,₹ 300,Shree Vishwamani Ayurvedic Clinic & Panchakarma Centre,Bibwewadi,"Premature Ejaculation, Weight Loss, Dark Circle",05:00 PM,09:00 PM,Pune
435,Dr. Savita Nemade,Ayurveda,14,"BAMS, MD (Kayachikitsa)",₹ 500,₹ 300,Vedika Multi-speciality Clinic And Panchkarma Ceter,Viman Nagar,,10:00 AM,04:00 PM,Pune
436,Dr. Vikas Chothe,Ayurveda,10,"MD - Ayurveda, FIIM, MD",₹ 200,,Vikas Chothe,Chinchwad,,09:00 AM,09:00 PM,Pune
437,Dr. Shreeram Agashe,Ayurveda,19,"Ph.D. (Scholar) Ayurveda, MD - Ayurveda, BAMS",₹ 200,,Agashe Clinic,Pune,,09:00 AM,01:00 PM,Pune
438,Dr. Niloy Kar,Ayurveda,25,"BAMS, MD - Alternate Medicine",₹ 300,₹ 300,Sanjeevani Ayurvediya Chikitsalaya & Panchkarma Kendra,Kondhwa Khurd,,10:00 AM,01:00 PM,Pune
439,Dr. Dipti Kapare,Ayurveda,19,"BAMS, MSC In Counselling, Certificate of Pranic Psychotherapy Course, Diploma in Counselli...read more",,,,,,06:00 PM,08:30 PM,Pune
440,Dr. Manisha Thakur,Ayurveda,19,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 500,Mauli clinic,Kharadi,,09:00 AM,02:00 PM,Pune
441,Dr. Pankaj Ingawale,Ayurveda,19,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 200,Shri Vishwasudha Ayurvedic Clinic And Panchakarma Center,Pune,,10:00 AM,01:00 PM,Pune
442,Dr. Pankaj Nahata,Ayurveda,14,BAMS,₹ 100,₹ 300,Shree Vishwamani Ayurvedic Clinic & Panchakarma Centre,Bibwewadi,"Premature Ejaculation, Weight Loss, Dark Circle",05:00 PM,09:00 PM,Pune
443,Dr. Dipti Kapare,Ayurveda,19,"BAMS, MSC In Counselling, Certificate of Pranic Psychotherapy Course, Diploma in Counselli...read more",,,,,,06:00 PM,08:30 PM,Pune
444,Dr. Vikas Chothe,Ayurveda,10,"MD - Ayurveda, FIIM, MD",₹ 200,,Vikas Chothe,Chinchwad,,09:00 AM,09:00 PM,Pune
445,Dr. Vaibhav Savale,Ayurveda,11,"BAMS, PG Diploma In Clinical Cosmetology (PGDCC)",₹ 300,₹ 99,Rejuvenate Hair & Skin Clinic,Aundh,,05:00 PM,09:00 PM,Pune
446,Dr. Atul Kumar Bedre,Ayurveda,33,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 300,Dr. Bedre's Panchakarma,Chandan Nagar,,10:00 AM,02:00 PM,Pune
447,Dr. Vrushali  Waghole,Ayurveda,16,"BAMS, MD - Ayurveda",₹ 200,₹ 200,Waghole Ayurved Clinic,Pune,,06:00 PM,08:00 PM,Pune
448,Dr. Priti Mangesh Deshmukh,Ayurveda,19,"BAMS, MD - Ayurveda Medicine",₹ 400,,Pranav Ayurveda Panchakarma Clinic,Pimpri Chinchwad,,07:00 PM,08:00 PM,Pune
449,Dr. Yogita M Chaudhari,Ayurveda,10,MD - Ayurveda Medicine,₹ 300,₹ 200,Bhagirathi Ayurveda Centre,Pune,,10:00 AM,01:00 PM,Pune
