,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
417,Dr. Satish Chandra Perala,Ayurveda,18,"MD - Ayurveda, BAMS",₹ 200,,AyurJyothi Super Speciality Ayurvedic Hospital,A.S Rao Nagar,,6:00 PM,9:00 PM,Hyderabad
418,Dr. Ramya.M,Ayurveda,15,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",,₹ 250,Freelance Consultation,Miyapur,"Panchakarma, UTI, Hair Loss",,,Hyderabad
419,Dr. Santhisree Bheesetti,Ayurveda,13,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",,,,,,,,Hyderabad
420,Dr. G. Damodar Reddy,Ayurveda,41,MD,₹ 400,,Suraksha Ayurveda Clinic,Santosh Nagar,,6:00 PM,9:00 PM,Hyderabad
421,Dr. Ranganadh Acharyulu Brundavanam,Ayurveda,28,"BAMS, MD - Ayurveda",₹ 300,,Brundavanam Ayurvedic Clinic,KPHB,,8:30 AM,2:00 PM,Hyderabad
422,Dr. G K Reddy,Ayurveda,28,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Sri Visista Super Speciality Ayurveda,Punjagutta,,11:30 AM,7:30 PM,Hyderabad
423,Dr. Sravanthi Reddy.S,Ayurveda,18,"MS - Psychology, MS - Ayurveda, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 150,,Ayur Jyothi Super Speciality Ayurvedic Hospital,A.S Rao Nagar,,5:00 PM,9:00 PM,Hyderabad
424,Dr. Sushma Shivkumar M,Ayurveda,14,BAMS,₹ 700,₹ 250,Swami Clinic,Yousufguda,,9:00 AM,1:00 PM,Hyderabad
425,Dr. Keerthy Priya,Ayurveda,4,"MD - Ayurveda, certificate course in Ayurveda cosmetology, Certificate Course in Panchkarna",₹ 250,₹ 150,,,,6:00 PM,10:00 PM,Hyderabad
426,Dr. Vtv Satyanarayana Swamy,Ayurveda,24,"Diploma - Panchkarma, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 0,,Ayurveda Kala Mandiram,Kachiguda,,7:00 AM,12:00 PM,Hyderabad
427,Ms. Kavita Panyam,Ayurveda,27,,,,,,,9:00 AM,1:00 PM,Hyderabad
428,Dr. Vijay Kumar G,Ayurveda,24,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MS - Ayurveda",₹ 500,₹ 500,Ayucure clinic,Hyderabad,,10:00 AM,7:00 PM,Hyderabad
429,Dr. D Dhanamjaya,Ayurveda,24,"Masters as a Clinical Nutrition and Diet Consultant , Masters as a Nutrition and Wellness ...read more",₹ 500,₹ 600,Moon Diagnostic Centre and Clinic,Nagole,,11:00 AM,2:00 PM,Hyderabad
430,Dr. Sushma Shivkumar M,Ayurveda,14,BAMS,₹ 700,₹ 250,Swami Clinic,Yousufguda,,9:00 AM,1:00 PM,Hyderabad
431,Dr. Vijay Kumar G,Ayurveda,24,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MS - Ayurveda",₹ 500,₹ 500,Ayucure clinic,Hyderabad,,10:00 AM,7:00 PM,Hyderabad
432,Dr. Sachin Dileep Nirappel,Ayurveda,9,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 100,₹ 100,Santhigiri Ayurveda And Siddha Hospital,Punjagutta,,9:31 AM,3:30 PM,Hyderabad
433,Dr. Sreedhar Tirunagari Tirunagari,Ayurveda,23,"MD - Ayurveda, BAMS, Diploma in Family Medicine, MBA (Hospital & Healthcare Management)",₹ 100,,Holistic Healthcare Family Clinic,Kachiguda,,9:00 AM,10:00 PM,Hyderabad
434,Dr. Madhavi,Ayurveda,20,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), Bachelor of Ayurveda, Medicine and Surg...read more",₹ 200,₹ 200,balaji ayurvedic clinic,hyderabad,,9:00 AM,9:00 PM,Hyderabad
435,Dr. Prasuna,Ayurveda,,,₹ 300,₹ 500,Punarjan Ayurveda Hospital,Miyapur,,10:00 AM,6:00 PM,Hyderabad
436,Dr. Balaji B,Ayurveda,15,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 350,₹ 300,Dr Balaji Ayurveda Hospital,Kompally,,10:00 AM,1:00 PM,Hyderabad
437,Dr. Ashok Rathod,Ayurveda,9,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,₹ 200,Health Care Ayurvedic Pilse And General Clinic,Hyderabad,,9:00 AM,11:00 AM,Hyderabad
438,Dr. M. Krishna Kumar,Ayurveda,,,₹ 500,,Dr. M. Krishna Kumar,Koti,,9:00 AM,1:00 PM,Hyderabad
439,Dr. N. Subrahmanyam,Ayurveda,10,"BAMS, MA",₹ 500,₹ 500,Amrutham Ayurveda Hospital,Hyderabad,,10:30 AM,2:00 PM,Hyderabad
440,Dr. Rajendra Prasad,Ayurveda,37,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,,Vasundhara Hospital,Moosapet,,8:00 AM,1:00 PM,Hyderabad
441,Vijaylaxmi,Ayurveda,5,MD - Ayurveda,₹ 500,₹ 500,Sukhayu,Puppalaguda,,11:00 AM,8:00 PM,Hyderabad
442,Dr. Bindu Menon,Ayurveda,23,"BAMS, Post Graduate Diploma in Holistic Healthcare, Post Graduation in Psychology",₹ 700,,Ojaska Integrative Wellness    (On Call),Hyderabad,,10:00 AM,5:00 PM,Hyderabad
443,Dr. Ansy Dsouza,Ayurveda,23,"MBBS, DNB - Family Medicine",₹ 500,,Dr Saji's KSAC Hospital,Banjara Hills,,10:00 AM,1:00 PM,Hyderabad
444,Dr. S.P.Vinod Kumar,Ayurveda,35,BAMS,,₹ 200,Venkateshwara Clinic,Saleem Nagar,,10:00 AM,12:00 PM,Hyderabad
445,Dr. R Srinivasa Rao,Ayurveda,37,"BAMS, MD - Ayurveda",₹ 100,,Sri Venkateswara Clinic,Vanasthalipuram,,7:00 PM,10:00 PM,Hyderabad
446,Dr. Patan Gopal Shah,Ayurveda,,,₹ 200,₹ 200,Dada ji clinic,Hyderabad,,10:30 AM,9:00 PM,Hyderabad
447,Dr. Morusupalli Dilip,Ayurveda,,,₹ 300,,Sri Krishna Ayurvedic Hospital,Nallakunta,,7:00 AM,1:00 PM,Hyderabad
448,Dr. T Ramesh Babu,Ayurveda,27,BAMS,₹ 200,,Sri Deerghayu Ayurvedic Hospital,Habsiguda,,8:00 AM,1:00 PM,Hyderabad
449,Dr. N. Subrahmanyam,Ayurveda,10,"BAMS, MA",₹ 500,₹ 500,Amrutham Ayurveda Hospital,Hyderabad,,10:30 AM,2:00 PM,Hyderabad
