,Unnamed: 0,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City,Unnamed: 0.1
2633,133,Dr. Shashidhara Gangaiah,Dietitian/Nutritionist,,,₹ 450,₹ 200,KIDS HEALTH CLINIC,Bang,,5:00 PM,8:30 PM,Bangalore,
2634,134,Health-total By Anjali Mukerjee,Dietitian/Nutritionist,,,₹ 100,,Health Total Clinic- Electronic City,Electronic City,,9:00 AM,6:00 PM,Bangalore,
2635,135,Dr. Vijetha B V ( Ph.D Food Nutrition),Dietitian/Nutritionist,17,,₹ 500,,Health Roots Clinic,Vijayanagar,,9:00 AM,7:00 PM,Bangalore,
2636,136,Dt. Shazia Majid Makhdoomi,Dietitian/Nutritionist,15,M.Sc Dietetics and Clinical Nutrition,₹ 700,₹ 200,Energy Fitness,Vasanth Nagar,,12:00 PM,6:00 PM,Bangalore,
2637,137,Dt. Ms. Sahana Dasharathi,Dietitian/Nutritionist,7,MSc - Dietetics and Applied Nutrition,,₹ 350,Qua Nutrition - Koramangala,Koramangala,,10:00 AM,5:00 PM,Bangalore,
2638,138,Dt. Nidhi Nigam,Dietitian/Nutritionist,12,"PG Diploma in Clinical Nutrition, Diploma in Dietetics and Health Nutrition, Health Coach",,,,,,10:00 AM,8:00 PM,Bangalore,
2639,139,Dt. Sujata Rastogi,Dietitian/Nutritionist,25,"Masters in Nutrition, B.Sc Food & Nutrition",₹ 500,₹ 250,Wellu Diet,Electronic City,,9:30 AM,3:00 PM,Bangalore,
2640,140,Dt. Saritha Rajiv,Dietitian/Nutritionist,30,"PG Diploma In Dietetics & Public Nutrition, BSc Nutrition , Dietetics and Food service man...read more",₹ 900,₹ 350,Nutrifull,Bellandur,,9:30 AM,7:00 PM,Bangalore,
2641,141,Dr. Manoj Kumar R,Dietitian/Nutritionist,2,Diploma in Diet and Nutrition,₹ 100,₹ 100,Arogya Ahaara,Chickpet,,6:00 PM,8:00 AM,Bangalore,
2642,142,Dt. Shikha Mishra,Dietitian/Nutritionist,16,,₹ 300,₹ 300,More Than Diet,Koramangala,"Diet Planning, Child Nutrition",,,Bangalore,
2643,143,Dt. Aditi Jejani,Dietitian/Nutritionist,12,,₹ 400,₹ 100,Are you eating right?,kaikondrahalli,,10:00 AM,6:00 PM,Bangalore,
2644,144,Dt. Geetha G H,Dietitian/Nutritionist,23,"master of science, Master of Science",,,,,,11:00 AM,5:00 PM,Bangalore,
2645,145,Dt. Nafeesa Imteyaz,Dietitian/Nutritionist,29,MSc. - Dietetics & Food Service Management,,₹ 500,First Eat Right Clinic,Residency Road,,9:00 AM,7:00 PM,Bangalore,
2646,146,Dt. Tusar Ranjan Rath,Dietitian/Nutritionist,2,"Diploma in Diabetes Reversal, Certified Diabetes Educator, Certified Weightloss Coach",₹ 250,₹ 100,Heallife WELLNESS,Begur,,12:00 PM,9:00 PM,Bangalore,
2647,147,Dr. Puja Mishra,Dietitian/Nutritionist,,,₹ 400,₹ 400,Healthy Living with Puja,Kanakapura Road,,3:00 PM,7:00 PM,Bangalore,
2648,148,Dt. Srishti Bhardwaj,Dietitian/Nutritionist,8,Masters in Nutrition,₹ 300,₹ 100,Healvibe Healthcare,HSR Layout,,10:00 AM,7:00 AM,Bangalore,
2649,149,Dr. Dhanalakshmi Umachandran,Dietitian/Nutritionist,17,"Mphil - Food , Nutrition & Dietitics",₹ 600,₹ 300,Care Through Nutrition,Bang,,9:00 AM,9:00 PM,Bangalore,
2650,150,Dr. Ramesh Babu,General+Physician,35,"MD, MBBS",₹ 350,₹ 200,MALLESWARA POLYCLINIC AND DIAGNOSTIC CENTER,Malleshwaram,"Sex Education, Colds, Sleeping WellNext ",7:00 PM,9:00 PM,Bangalore,
2651,151,Dr. Ranganath V.S,General+Physician,22,"MBBS, MS (GEN SURGERY), M. Ch. (Plastic Surgery)",₹ 400,₹ 400,Surgi Derma hospital,Babusa Palya,,9:00 AM,9:30 PM,Bangalore,
2652,152,Dr. Dwijendra Prasad,General+Physician,27,"MBBS, MD , DiP DIAB, FACP",₹ 400,₹ 400,Prasad Healthcare & Diagnostics,Bang,"Allergy, Allergy Treatment, TuberculosisNext ",9:00 AM,11:30 AM,Bangalore,
2653,153,Dr. Mir Ali Zama,General+Physician,12,"MBBS, Fellowship in Diabetes Management(FIDM), Diploma in Diabetes (UK), PG Diploma in cli...read more",₹ 400,,₹ 2,500 onlineKare Scanning Center,"Curved Penis, Masturbation Addiction, AllergyNext ",8:00 AM,8:00 PM,Bangalore,
2654,154,Dr. Rajashekhar,General+Physician,37,"MD, MBBS",₹ 500,₹ 300,Six Face Clinic,Ulsoor,"Masturbation Addiction, Difficulty Sleeping, Body Weakness",6:00 PM,10:30 PM,Bangalore,
2655,155,Dr. Divakara Sharma,General+Physician,13,"MD - Internal Medicine, Diploma in Diabetology",₹ 500,₹ 100,Dr.Divakara's Speciality Clinic,Abbigere,"Post Exposure Prophylaxis for Hiv, Health Check Up, Gastric ProblemNext ",6:00 PM,9:00 PM,Bangalore,
2656,156,Dr. B.M Lava,General+Physician,44,"Diploma in Child Health (DCH), MBBS",₹ 400,₹ 300,LAVA'S CLINIC AND VACCINATION CENTRE,Bang,"Headaches, Gastric Problem, Allergy",10:00 AM,1:00 PM,Bangalore,
2657,157,Dr. Neelkanth Kote,General+Physician,13,"MBBS, MD, Certificate Course In Diabetes Management",₹ 600,₹ 300,Lifespan Diabetes & Cardiometabolic Clinic,Indira Nagar,,10:00 AM,1:00 PM,Bangalore,
2658,158,Dr. Himanish Upputalla,General+Physician,23,ZSMU,₹ 300,₹ 150,Krupa Clinic,Doddabommasandra,,9:30 AM,1:00 PM,Bangalore,
2659,159,Dr. Anil Handa,General+Physician,39,"MS - ENT, MBBS",₹ 500,₹ 400,Dr. Handa's Ear Nose & Throat Clinic,Rajaji Nagar,,6:00 PM,8:30 PM,Bangalore,
2660,160,Dr. B. Pradeep Kumar,General+Physician,34,"MBBS, Diploma in Otorhinolaryngology (DLO)",₹ 200,₹ 100,Sai Karthik Clinic,Murugeshpalya,,12:30 PM,3:00 PM,Bangalore,
2661,161,Dr. S K Mittal,General+Physician,49,MBBS,₹ 200,₹ 300,Dr Mittal 's Clinic,Indira Nagar,"Health Check Up, Gastric Problem, DengueNext ",3:30 PM,7:00 PM,Bangalore,
2662,162,Dr. Masroor Mir,General+Physician,21,"SLE, Fellowship In Diabetology, Diploma In Psychology Mental Health And Illness, PLAB (MAN...read more",₹ 900,₹ 900,Medicare Clinic,Ganga Nagar,,9:00 AM,9:00 PM,Bangalore,
2663,163,Dr. Darshana Reddy,General+Physician,20,"MBBS, MD Internal Medicine, DNB (General Medicine)DNB Natboard, Diploma in allergy asthma ...read more",₹ 300,₹ 400,K C Raju Multispecialty Hospital,Lingarajapuram,,2:30 PM,5:00 PM,Bangalore,
2664,164,Dr. Kavitha V. Reddy,General+Physician,23,"DGO, MBBS",₹ 450,,New Begining Women's Clinic & Facility Centre,Bang,,6:00 PM,8:00 PM,Bangalore,
2665,165,Dr. Niranjan Kumar,General+Physician,4,"MBBS, MD - Psychiatry",₹ 100,₹ 350,.,Bang,,9:00 AM,5:00 PM,Bangalore,
2666,166,Dr. Pooja Shashidharan,General+Physician,16,"MBBS, MD - Internal Medicine, Fellowship In Diabetes",₹ 300,₹ 350,Tanishka Specialists Clinic,Bang,,5:00 PM,9:00 PM,Bangalore,
2667,167,Dr. Sudhir B S,General+Physician,24,"MBBS, DNB - General Medicine",₹ 800,,₹ 1,000 onlineTrustwell Hospitals,,11:00 AM,12:00 PM,Bangalore,
2668,168,Dr. Pradeep Kumar T J,General+Physician,25,MD - General Medicine,₹ 700,₹ 200,Brookefield Hospital,ITPL,,10:30 AM,1:00 PM,Bangalore,
2669,169,Dr. Keerthiraj. A,General+Physician,4,MD - General Medicine,₹ 300,₹ 100,Prima Diagnostics Yelahanka Newtown,Yelahanka,,6:00 PM,9:00 PM,Bangalore,
2670,170,Dr. Karthik R Meda,General+Physician,20,"MBBS, DNB Ophtalmology, FELLOW IN VITREO RETINA",₹ 500,₹ 500,Karthik Netralaya,Ashok Nagar,,5:30 PM,7:30 PM,Bangalore,
2671,171,Dr. Santhosh Kumar,General+Physician,17,"MBBS, MD - General Medicine",₹ 350,,Medall Clumax Diagnostics,Horamavu,"Sneezing, AllergyNext ",5:30 PM,9:00 PM,Bangalore,
2672,172,Dr. Arun R,General+Physician,13,"MD - Microbiology, MBBS",₹ 300,₹ 300,Cliniq,ISRO Layout,Blood in Stools,5:00 PM,9:00 PM,Bangalore,
2673,173,Dr. Swarna Das,General+Physician,38,"MBBS, MD - General Medicine",₹ 850,,Apollo Hospital-Bannerghatta road,Bannerghatta Road,,10:00 AM,11:00 AM,Bangalore,
2674,174,Dr. Priyanka P,General+Physician,13,"MD - General Medicine, MBBS, DNB (General Medicine)",₹ 400,₹ 500,Deeksha orthopaedic and medical center,Bang,,5:00 PM,8:00 PM,Bangalore,
2675,175,Dr. Anil Dev G,General+Physician,16,MBBS,,₹ 100,,,,10:00 AM,1:00 PM,Bangalore,
2676,176,Dr. Ibrahim Shariff,General+Physician,10,MBBS,₹ 100,₹ 200,Ibrahim,RT Nagar,,9:00 AM,1:00 PM,Bangalore,
2677,177,Dr. Rajendra N Sharma,General+Physician,35,"MD - General Medicine, MBBS",₹ 300,,Roshni Speciality Clinic,Tavarekere,DiabetesNext ,9:00 AM,1:30 PM,Bangalore,
2678,178,Dr. Ashok V B,General+Physician,44,MD,₹ 300,₹ 400,Ashok Clinic,Magadi Road,,11:00 AM,2:00 PM,Bangalore,
2679,179,Dr. Emmanuel Mj,General+Physician,4,"MD - General Medicine, Certificate Course in Evidence Based Diabetes Management (CCEBDM), ...read more",₹ 200,₹ 200,Vanaprastha International Charitable Hospital,Bang,,8:30 AM,3:00 PM,Bangalore,
2680,180,Dr. Vasu S,General+Physician,23,"MBBS, MS - General Surgery, Diploma in Minimal Access Surgeries, Fellowship in Minimal Acc...read more",₹ 200,₹ 100,Vasantha Clinic,Bang,,5:30 PM,9:00 PM,Bangalore,
2681,181,Dr. Ravi Raghavan,General+Physician,45,"FRCP, MRCPS, MBBS",₹ 800,,Dr. Ravi Raghavan's Clinic,Bang,,4:30 PM,6:30 PM,Bangalore,
2682,182,Dr. Wahida Murthy,General+Physician,35,"Diploma in Otorhinolaryngology (DLO), MBBS",₹ 150,₹ 300,Murthy Health and Research Center,Sarjapur,,10:00 AM,1:30 PM,Bangalore,
2683,183,Dr. Uma  Madhavashetty,General+Physician,17,"MBBS, DNB Family medicine",,₹ 300,Jeevika Hospital,Mahadevpura,Diabetes,,,Bangalore,
2684,184,Dr. Sharat Honnatti,General+Physician,21,"MD - General Medicine, DNB, PG Diploma-Geriatric Medicine",₹ 300,₹ 500,Vita Family Clinic,HSR Layout,,8:00 AM,11:00 AM,Bangalore,
2685,185,Dr. Kumar S,General+Physician,9,"MD - Internal Medicine, Bachelor of Medicine, Bachelor of Surgery (M.B.B.S.), Medicine",₹ 250,₹ 300,Supra Hospital,JP Nagar,,10:00 AM,8:30 PM,Bangalore,
2686,186,Dr. Shafi Shali,General+Physician,24,Fellow of Academy of General Education (FAGE),,₹ 150,Yet to Start,Bang,,,,Bangalore,
2687,187,Dr. Ahmed Husain,General+Physician,39,"MBBS, Fellow of the Royal Society (FRS)",₹ 325,₹ 150,United Doctors Health Care,Jayanagar,,5:00 PM,10:00 PM,Bangalore,
2688,188,Dr. Sheetal Kamat,General+Physician,22,"MBBS, DNB - Internal Medicine",₹ 600,,Deepesh Clinic,Malleshwaram,,10:00 AM,12:00 PM,Bangalore,
2689,189,Dr. Ashitha S R,General+Physician,9,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL)",₹ 400,₹ 400,,,,11:00 AM,1:30 PM,Bangalore,
2690,190,Dr. Surjit Pal Singh,General+Physician,16,M.D,₹ 500,,Janapriya Hospital & Health Care,Bang,,10:00 AM,1:00 PM,Bangalore,
2691,191,Dr. Suprabha P,General+Physician,42,"MBBS, M.Sc",₹ 450,₹ 150,Cosmo Clinic & Diagnostic Centre,Domlur,"Allergy, Allergy Treatment",3:00 PM,9:00 PM,Bangalore,
2692,192,Dr. Prasad S,General+Physician,28,MBBS,₹ 300,,Mamatha Clinic,Dasarahalli,,9:00 AM,9:00 PM,Bangalore,
2693,193,Dr. Vinodh R.S.,General+Physician,22,"MBBS, MD - Physiology",₹ 100,₹ 250,Sri Marudhar Clinic,Bang,,7:30 PM,9:30 PM,Bangalore,
2694,194,Dr. Ramesh Rau,General+Physician,43,MD,₹ 400,,Vijayshree hospital,Bang,Viral Fever TreatmentNext ,5:00 PM,7:00 PM,Bangalore,
2695,195,Dr. George Thoduka,General+Physician,41,,,,,,"Allergy, Kidney DiseaseNext ",9:00 AM,12:00 PM,Bangalore,
2696,196,Dr. Ganesh G,General+Physician,30,"MBBS, F.A.G.E, D.N.B",₹ 350,,Shree Ganesha Polyclinic,Raja Rajeshwari Nagar,"Chickenpox Treatment  , Chickenpox",9:30 AM,2:30 PM,Bangalore,
2697,197,Dr. Venkatappa,General+Physician,54,"MBBS, MD - General Medicine",₹ 200,,Kanwa Diagnostic Clinic,Rajaji Nagar,,7:00 AM,1:30 PM,Bangalore,
2698,198,Dr. M J Jayakanth,General+Physician,19,"MBBS, MD - General Medicine",₹ 500,,Medicare Multispeciality Clinic And Diagnostic Centre,HSR Layout,"Viral Fever Treatment, Dressings of Wounds, Gastric ProblemNext ",9:00 AM,10:00 AM,Bangalore,
2699,199,Dr. Ramesh Kn,General+Physician,30,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine, CCD (Diabetology)",₹ 700,₹ 500,Fortis Hospital - Cunningham,Cunningham Road,,11:00 AM,2:00 PM,Bangalore,
2700,200,Dr. Sharath Kumar Shetty,Orthopedist,28,,,,,,,5:00 PM,8:00 PM,Bangalore,
2701,201,Dr. Karthik,Orthopedist,,,₹ 500,,Vasavi Hospital,Kumaraswamy Layout,,10:00 AM,7:00 PM,Bangalore,
2702,202,Dr S.D.I Ranjit,Orthopedist,20,,,,,,,5:00 PM,8:00 PM,Bangalore,
2703,203,Dr. Srivatsa Subramanya,Orthopedist,16,,₹ 0,,Pristyn Care Clinic,Bang,,5:00 PM,8:00 PM,Bangalore,
2704,204,Dr. Naveen Devarajaiah,Orthopedist,25,"Fellowship in Joint Replacement, Fellowship in Hand Surgery, MS - Orthopaedics, MBBS",₹ 300,₹ 400,N D R Medical Centre,Yelahanka,"Back Pain, Bone Fracture, Foot Pain",10:30 AM,12:30 PM,Bangalore,
2705,205,Dr. Deepak  Sampath,Orthopedist,21,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB (Orthopedics), SICOT Diploma, Fellowship in ...read more",₹ 400,₹ 200,Deeksha Orthopedic And Medical Center   (On Call),Banaswadi,"Ankle Injury Treatment, Nerve And Muscle Disorders, Muscle disorderNext ",5:00 PM,10:00 PM,Bangalore,
2706,206,Dr. Syed Imran,Orthopedist,17,"MBBS, Diploma in Orthopaedics, DNB (Orthopedics), Fellowship in Joint Replacement",₹ 300,₹ 300,Ortho Care,RT Nagar,Ankle Pain TreatmentNext ,6:00 PM,8:00 PM,Bangalore,
2707,207,Apollo Spectra Hospitals,Orthopedist,,,,,,,,9:00 AM,9:00 PM,Bangalore,
2708,208,Dr. Bharath Raj .R,Orthopedist,17,"MBBS, DNB - Orthopedics, Fellowship In Arthroscopy & Sports Medicine",₹ 500,₹ 300,Mithra Multispeciality Hospital,Electronic City,"Neck Pain, Back Pain, Arm PainNext ",3:00 PM,8:00 PM,Bangalore,
2709,209,Dr. George Raj,Orthopedist,26,"Fellowship in Minimal Access Surgery, MD - Medicine, MBBS",₹ 600,,Zilme Hospitals,Horamavu,,9:00 AM,6:00 PM,Bangalore,
2710,210,Dr. Sunil V Nukapur,Orthopedist,25,"MBBS, Ph. D - Orthopaedics",₹ 300,₹ 350,Likhith Orthopaedic Specialities & Diagnostics,BTM Layout,,6:00 PM,9:00 PM,Bangalore,
2711,211,Dr. Venkatdeep Mohan,Orthopedist,17,"MBBS, DNB - Orthopedics, Fellowship in Joint Replacement, Fellowship in navigation & revis...read more",₹ 500,₹ 500,Prime Orthopedics,JP Nagar,,5:00 PM,9:00 PM,Bangalore,
2712,212,Dr. V G Rajan,Orthopedist,27,"MBBS, Diploma In Orthopaedics (D. Ortho), Membership of the Royal College of Surgeons (MRC...read more",₹ 700,,Manipal Hospital Whitefield,Whitefield Road,,9:00 AM,1:00 PM,Bangalore,
2713,213,Dr. Kiran Chouka,Orthopedist,18,"MBBS, MS - Orthopaedics, Fellowship In Arthoplasty",₹ 600,,Dr. Chouka's Best Ortho Care,Sahakara Nagar,,11:00 AM,1:00 PM,Bangalore,
2714,214,Dr. Manjunath Gopal,Orthopedist,24,"FRCS (Orth.) - UK, Diploma In Orthopaedics (D. Ortho), MRCS Ed, MBBS Bachelor of Medicine ...read more",₹ 550,₹ 200,MG Medortho  clinic,Bang,,9:30 AM,12:00 PM,Bangalore,
2715,215,Dr. Khalid Fiyaz M,Orthopedist,17,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB (Orthopedics)",₹ 300,₹ 200,BTM ORTHOPAEDIC AND TRAUMA CLINIC,BTM Layout,"Knee Pain, Bone Fracture, Leg Pain",8:30 PM,10:00 PM,Bangalore,
2716,216,Dr. Dharampal G K,Orthopedist,25,"MBBS, D ORTH, DNB ORTH, FELLOW IN JOINT REPLACEMENTS, Diploma in Bone and Tissue Banking",₹ 600,₹ 600,Sun Orthopaedic Hospital,Mathikere,Orthopedic SurgeryNext ,6:00 PM,10:00 PM,Bangalore,
2717,217,Dr. Deepak. C. E,Orthopedist,8,"DNB Orthopaedics , MCh Hip and Knee  (Ortho)",₹ 300,₹ 350,Healing Bones,Kumaraswamy Layout,,10:00 AM,10:00 PM,Bangalore,
2718,218,Dr. Rahul Puri,Orthopedist,19,"MBBS, MS - Orthopaedics, Fellowship In Joint Replacement Surgery",₹ 400,,A STAR Specialist Clinic,Seshadripuram,,7:00 PM,9:00 PM,Bangalore,
2719,219,Dr. Prakhar Mishra,Orthopedist,9,"MBBS , Post Graduation Orthopaedic surgery, FELLOWSHIP OF JOINT REPLACEMENT & ARTHROSCOPY",₹ 500,₹ 200,Belenus Champion Hospital,Bang,,4:30 PM,8:00 PM,Bangalore,
2720,220,Dr. Madan Temker,Orthopedist,35,"MS - Orthopaedics, DNB (Orthopedics), MBBS",₹ 800,,IPSC India - Pain And Spine Centre,Bellary Road,,11:00 AM,2:00 PM,Bangalore,
2721,221,Dr. Krishna Kumar M S,Orthopedist,17,"MBBS, MS - Orthopaedics, Fellowship In Arthroscopy & Sports Injury, Fellowship Joint Repla...read more",₹ 600,₹ 350,Brookefield Hospital,Brookefield,,8:00 PM,9:30 PM,Bangalore,
2722,222,Dr. Hanume Gowda S N,Orthopedist,33,,₹ 400,,AHA Orthocare,Nagarbhavi,,5:00 PM,9:00 PM,Bangalore,
2723,223,Dr. Vinu Raj,Orthopedist,24,"MBBS, MRCS (UK), FRCS - Trauma & Orthopedic Surgery, Fellowship in Spinal",₹ 400,₹ 350,Prakriya Hospitals,Nagasandra,,9:00 AM,6:00 PM,Bangalore,
2724,224,Dr. Anil Patil,Orthopedist,16,"DNB (Orthopedics), MS - Orthopaedics, SICOT Diploma, MBBS",₹ 400,,Temple Health - The Orthopedic And Sports Med Clinic,Vijayanagar,"Spinal Surgery, Knee Pain Treatment, Knee Pain",5:00 PM,8:30 PM,Bangalore,
2725,225,Dr. Shivakumar Y.S,Orthopedist,33,"MS - Orthopaedics, MBBS",₹ 500,,Manipal Hospital Varthur Road,Old Airport Road,Cancer Pain ManagementNext ,8:30 AM,3:30 PM,Bangalore,
2726,226,Dr. Goutam Kodikal,Orthopedist,47,"MBBS, MS - Orthopaedics",₹ 600,₹ 350,Narayana Medical Center,Hosur Road,,3:00 PM,5:00 PM,Bangalore,
2727,227,Dr. Prashanth Kalale,Orthopedist,25,"MBBS, MS - Orthopaedics",₹ 350,,,,Knee Injury TreatmentNext ,12:00 AM,12:00 AM,Bangalore,
2728,228,Dr. Vasanth Raj Lakshman,Orthopedist,15,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Orthopaedics (D. Ortho)",₹ 300,₹ 300,SVASTHI ORTHOPAEDIC AND RESPIRATORY HEALTH CARE,Bang,,10:00 AM,1:00 PM,Bangalore,
2729,229,Dr. Jagadeesh,Orthopedist,26,,₹ 500,₹ 600,Jagadeesh Orthopaedic Sports Medicine & Skin Center,Jayanagar,,5:00 PM,8:30 PM,Bangalore,
2730,230,Dr. Prashant Kumar,Orthopedist,17,"MBBS, Diploma In Orthopaedics (D. Ortho), Fellowship in Joint Replacement",₹ 500,₹ 400,M Cure,Hongasandra,,7:30 PM,10:30 PM,Bangalore,
2731,231,Dr. Saraswati Viswanathan,Orthopedist,14,,,,,,,9:30 AM,1:45 PM,Bangalore,
2732,232,Dr. Jayanth Sundar Sampath,Orthopedist,30,"MBBS, FRCS - Trauma & Orthopedic, M.Sc - Trauma and Orthopedics",₹ 400,,Bimra Clinic,Whitefield,,6:00 PM,9:30 PM,Bangalore,
2733,233,Dr. Sanjay B,Orthopedist,26,"D.N.B, Diploma In Orthopaedics (D. Ortho), M.B.B.S",₹ 500,,Hoodi Orthopaedic and Radiology Center,Sadashiva Nagar,Rotator Cuff Injury TreatmentNext ,4:00 PM,6:00 PM,Bangalore,
2734,234,Dr. Srikanth S Iyengar,Orthopedist,43,"MBBS, MS - Orthopaedics",₹ 350,,Vijaynagar Orthopedic and spine Center,Vijayanagar,,6:00 PM,8:00 PM,Bangalore,
2735,235,Dr Vinay Kumaraswamy,Orthopedist,12,"MS - Orthopaedics, MRCS Ed UK, FASM(Fellowship in Arthroscopy and Sports Medicine), DNB (O...read more",₹ 300,,The Bone Care Clinic,Mahalakshmi Layout,,12:00 PM,1:00 PM,Bangalore,
2736,236,Dr. Akshay Mylarappa,Orthopedist,,,₹ 250,₹ 200,Agamya Hospital,Banashankari,,7:30 AM,9:30 PM,Bangalore,
2737,237,Dr. S Muthu,Orthopedist,41,MBBS,₹ 500,,Genesis Ortho & Family Clinic,Bang,,4:30 PM,7:30 PM,Bangalore,
2738,238,Dr. Venu Madhav H V,Orthopedist,14,"MS - Orthopaedics, Fellowship in Joint Replacement, MBBS",₹ 250,₹ 250,,,,4:00 PM,10:00 PM,Bangalore,
2739,239,Dr. Sushal Shanthakumar,Orthopedist,20,"MBBS, MS - Orthopaedics, Fellow Of AGA (Arthroscopy Association Of Germany), Fellowship In...read more",₹ 500,,Praxis Ortho Care,Basavanagudi,,5:00 PM,8:00 PM,Bangalore,
2740,240,Dr. Joel Prasad Gl,Orthopedist,13,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Orthopaedics (D. Ortho), DNB...read more",₹ 600,₹ 300,ARK ADVANCED MULTISPECIALITY CLINIC AND DIAGNOSTIC CENTRE,Bang,,4:30 PM,8:30 PM,Bangalore,
2741,241,Dr. Rupendu Thongavalen,Orthopedist,45,"MBBS, MS - Orthopaedics",₹ 500,,Trauma & Joint Clinic,Jayanagar,"Spondylosis, Fracture TreatmentNext ",3:00 PM,3:00 PM,Bangalore,
2742,242,Dr. Shashikiran,Orthopedist,17,"MBBS, MS - Orthopaedics",₹ 400,₹ 200,Kashyap Orthopaedic and Womens Clinic,Rajaji Nagar,Neurological ProblemsNext ,5:30 PM,8:30 PM,Bangalore,
2743,243,Dr. Chandramouli B,Orthopedist,33,"MBBS, MS - Orthopaedics",₹ 500,,Orthocentre,BTM Layout,,4:00 PM,8:00 PM,Bangalore,
2744,244,Dr. Bharath K Kadadi,Orthopedist,31,"MBBS, MS - Orthopaedics",₹ 600,,Bengaluru Hand Centre & Maya ENT Centre,Rajaji Nagar,,5:30 PM,8:30 PM,Bangalore,
2745,245,Dr. Prashanth Inna,Orthopedist,18,MS - Orthopaedics,₹ 500,,Dr Prashanth Inna's orthopaedic clinic,Uttarahalli,,10:00 AM,12:00 PM,Bangalore,
2746,246,Dr. Ajay Rao,Orthopedist,25,"MBBS, DNB - Orthopedics, Fellowship in Upperlimb and Limb Reconstruction (Australia)",₹ 500,₹ 300,Rao's Ortho Clinic,Basaveshwara Nagar,"Leg Pain, Knee Pain, Back PainNext ",6:00 PM,8:30 PM,Bangalore,
2747,247,Dr. Shankar B S,Orthopedist,39,"MBBS, Diploma in Orthopaedics, FCPS Ortho, MS - Orthopaedics",₹ 600,,Sita Bhateja Speciality Hospital,Langford Road,,10:00 AM,12:00 PM,Bangalore,
2748,248,Dr. J Praneeth Kumar Reddy,Orthopedist,,,₹ 500,₹ 100,JPR Orthopaedic Clinic,Bang,,10:00 AM,2:00 PM,Bangalore,
2749,249,Sathish Kumar S,Orthopedist,12,"MS orthopaedic, MBBS",₹ 300,₹ 300,Orthopaedic and Spine Centre : Med Ortho Clinic,Uttarahalli,,6:00 PM,9:00 PM,Bangalore,
2750,250,Dr Anjani Dixit,Gynaecologist,12,"MBBS, DNB - Obstetrics & Gynecology",₹ 500,,Pristyn Care Clinic,Indira Nagar,,9:00 AM,5:00 PM,Bangalore,
2751,251,Dr Nikita Sudhir Chitrakar,Gynaecologist,15,"MBBS, DGO, MBBS, DGO",₹ 500,,Pristyn Care Clinic,Bellandur,,10:00 AM,3:00 PM,Bangalore,
2752,252,Dr. Ananya Amrit,Gynaecologist,12,"MBBS, MS - Obstetrics & Gynaecology",₹ 500,,Pristyn Care kormangala,Bang,,10:30 AM,7:00 PM,Bangalore,
2753,253,Dr Nidhi Jhawar,Gynaecologist,15,"MBBS, DGO, MBBS, DGO",₹ 500,,Pristyn Care Clinic,JP Nagar,,10:00 AM,1:00 PM,Bangalore,
2754,254,Dr Snehalatha Alapati Alapati,Gynaecologist,23,"MBBS, MS - Obstetrics & Gynaecology",₹ 300,₹ 300,Revive Hospitals,Domlur,,6:00 PM,8:00 PM,Bangalore,
2755,255,Dr Nisha Buchade,Gynaecologist,17,"MBBS, MS - Obstetrics & Gynaecology, MBBS, MS - Obstetrics & Gynaecology",₹ 500,,Pristyn Care Clinic,Whitefield,,5:00 PM,8:03 PM,Bangalore,
2756,256,Dr. Bhargavi,Gynaecologist,30,"MBBS, MD - Obstetrics & Gynaecology",₹ 200,,Life Plus Hospital,Bang,,11:00 AM,1:00 PM,Bangalore,
2757,257,Dr Anagha Nawal,Gynaecologist,24,"MBBS, MD, DGO",₹ 500,,Pristyn Care,Malleshwaram,,10:00 AM,6:00 PM,Bangalore,
2758,258,Dr. Anu Joseph,Gynaecologist,22,"MBBS, DNB (Obstetrics and Gynecology), Fellowship in maternal and Fetal medicine",₹ 600,₹ 600,Motherhood - Sarjapur Road,Sarjapur Road,,10:00 AM,2:00 PM,Bangalore,
2759,259,Dr. Apoorva Pallam Reddy,Gynaecologist,14,"MBBS, MS (Obstetrics and Gynecology), DNB (Obstetrics and Gynecology)",₹ 550,,Phoenix Speciality Clinic,Jayanagar,"No Periods, Polycystic Ovary Syndrome, Irregular PeriodsNext ",5:00 PM,9:00 PM,Bangalore,
2760,260,Dr. Megha Tuli,Gynaecologist,14,"MD - Obstetrtics & Gynaecology, MBBS, Masters in Aesthetic Gynaecology",₹ 500,₹ 300,Dr Megha Tuli OPD at Indira IVF - JP Nagar,JP Nagar,"Pregnancy Query, No Periods, Polycystic Ovary SyndromeNext ",9:00 AM,2:00 PM,Bangalore,
2761,261,Dr. Shilpa Haresh,Gynaecologist,25,"MBBS, DNB - Obstetrics & Gynecology, MRCOG, Fellowship In Reproductive Medicine",₹ 500,₹ 250,Rajashri Grandhim Hospitals,Bilekahalli,,10:00 AM,2:00 PM,Bangalore,
